Date,Predicted_Sales,Lower_Bound,Upper_Bound
2018-04-06,2593.769245250618,34.551312975371424,5077.928251439455
2018-04-07,2051.8314339366943,-416.86936451644004,4449.174677805161
2018-04-08,2232.4532597814255,-574.5413260192005,4718.300324683903
2018-04-09,2418.3060136865947,-124.54761777570405,5068.4600224575925
2018-04-10,1234.6368830410245,-1350.2733662509886,3669.9652731081237
2018-04-11,-89.45122531493853,-2781.5449823571957,2348.3338898440343
2018-04-12,1754.791989749502,-660.4820908113409,4386.245976791413
2018-04-13,2384.3329671880433,-142.22431823368208,4920.834541387917
2018-04-14,1873.580892973468,-494.14140874965,4514.868414664832
2018-04-15,2084.68276545671,-461.87548972346,4558.62307471593
2018-04-16,2297.7887203076866,-314.30549838248703,4863.505699849157
2018-04-17,1133.88101991179,-1498.8614160324107,3663.4744735169816
2018-04-18,-174.57822031575577,-2616.372501081747,2352.187929748192
2018-04-19,1690.6219384714534,-920.8257677343206,4172.089643177172
2018-04-20,2333.960611016917,-196.3247977566329,5008.016003505898
2018-04-21,1830.2834878092867,-683.8663586197057,4372.174805893045
2018-04-22,2047.4061093435862,-687.281561536417,4552.810249934152
2018-04-23,2263.832887519399,-411.9144987954422,4761.220009515078
2018-04-24,1097.0897354378374,-1382.3633912597406,3695.8852756557662
2018-04-25,-216.2811931944625,-2856.4057375589573,2384.924745864669
2018-04-26,1652.0070255319608,-1040.5716627347679,4393.779597453174
2018-04-27,2294.4418771186633,-193.4679380621889,4967.937249270877
2018-04-28,1786.6712999050696,-809.2928236953122,4338.08362860887
2018-04-29,2002.4089290700076,-392.7690683104153,4771.6752107112825
2018-04-30,2218.6047070770583,-642.363374621024,4767.827070820209
2018-05-01,1049.283132218067,-1482.3206318506523,3695.372684317116
2018-05-02,-265.1090843524354,-2750.9815217151045,2264.8724978263476
2018-05-03,1613.4946339140645,-962.2773487993252,4122.00991332368
2018-05-04,2265.1858179532674,-416.26568235915283,4873.893807779183
2018-05-05,1765.9180396288211,-591.9496578134273,4414.571422990247
2018-05-06,1994.7321539120474,-517.3030147956249,4564.074601584828
2018-05-07,2226.3982759002542,-403.9363076396182,4637.816933570505
2018-05-08,1070.7805616878059,-1393.3250169641524,3764.3602153423776
2018-05-09,-228.44079958502084,-3009.6891947066833,2440.1650829607324
2018-05-10,1675.9184774083142,-772.3055492790421,4210.313283969552
2018-05-11,2350.9217026208107,-7.799029716065019,5067.692106807788
2018-05-12,1872.244706299177,-724.124487759678,4504.928067905476
2018-05-13,2123.7384334715543,-309.2206375893294,4616.986907739868
2018-05-14,2377.5573146650213,-188.632747819333,5009.893535800165
2018-05-15,1239.0628886599604,-1359.4411468368314,3811.4020246672576
2018-05-16,-45.0705827939782,-2569.956237159232,2469.365625407754
2018-05-17,1881.328413999758,-726.5910581641774,4573.280341291693
2018-05-18,2572.2761223307266,-14.162079600896174,5089.663753456865
2018-05-19,2103.2627705139225,-484.5107740057273,4605.943506490895
2018-05-20,2363.148594312876,-113.82962050108996,4872.211455456459
2018-05-21,2621.771579435625,80.53976491680766,5159.83357346806
2018-05-22,1480.3800708580725,-1018.7284800620733,3959.4465107628885
2018-05-23,189.10966301686585,-2444.1967402436903,2657.157373168672
2018-05-24,2113.6497630214817,-398.31185803576534,4785.823193212829
2018-05-25,2795.5475618552455,141.2419251382554,5376.232713969132
2018-05-26,2310.7158690503006,-200.41670147483234,4740.322623261547
2018-05-27,2553.644779902012,-52.06020877105931,5270.591324670267
2018-05-28,2792.4709341372322,241.55728162371284,5418.821662486027
2018-05-29,1624.9217060282563,-909.2567076746702,4135.512035628945
2018-05-30,305.146913298829,-2186.6720879845334,2830.2093240624804
2018-05-31,2208.8523688954274,-176.0968976825398,4716.894689476586
2018-06-01,2865.5471234313627,245.11708211707005,5414.660994017236
2018-06-02,2351.9188310127156,-419.3715988100986,5015.528681354616
2018-06-03,2568.3524681044646,226.05527855215567,5206.723213579518
2018-06-04,2781.455173735342,353.7513768203936,5546.379033796924
2018-06-05,1585.5088656953506,-812.6427525588982,4187.538861926355
2018-06-06,238.656431335409,-2231.1540445619125,2736.6817214625667
2018-06-07,2126.5047031219638,-467.80654653427683,4548.995091683321
2018-06-08,2766.3200533766226,108.12772108352007,5395.983451714552
2018-06-09,2235.278816307667,-280.1806145305382,4774.65968025956
2018-06-10,2439.302758199628,-88.2079730516619,4805.442734831293
2018-06-11,2643.0510446377857,75.99582804626189,5377.507976025412
2018-06-12,1436.894297918156,-1110.6415088923277,3884.4785211691824
2018-06-13,82.46934201416953,-2294.105247417928,2712.2439971990048
2018-06-14,1974.7662960873854,-627.2805941924652,4564.184841035248
2018-06-15,2618.2873925754056,33.15613352265328,5052.323760463361
2018-06-16,2090.1870624603316,-618.3354719108228,4811.745758450117
2018-06-17,2301.438075308515,-228.15561898868813,4950.623980224857
2018-06-18,2514.3034689401634,3.611702142995775,5048.777332531088
2018-06-19,1314.8434459993782,-1072.6971164883657,3926.54210235357
2018-06-20,-32.1516703966488,-2728.880578327677,2543.6863708506635
2018-06-21,1877.417444904947,-714.6688332022195,4449.106421105914
2018-06-22,2535.08666373389,-108.41942183778245,4979.201835104075
2018-06-23,2017.8613784288002,-509.9455062887189,4548.22336665277
2018-06-24,2241.7142192335405,-358.33098748405513,4873.785982302573
2018-06-25,2466.535567362781,-74.78165451459053,4938.269674454106
2018-06-26,1274.169725070284,-1365.0020780723075,3762.242581040444
2018-06-27,-67.27950554611309,-2679.3162727741487,2477.609338127142
2018-06-28,1855.6144602969912,-697.5957942267953,4256.082334601742
